<name3> = <val6>	<name3> に <val6> を入れる
<name1> == <name2>	<name1> と <name2> が等しいかどうか
<name1> != <name3>	<name1> と <name3> が等しくないかどうか
<name1> != <name2>	<name1> と <name2> が等しくないかどうか
<name5> == <name4> and	<name5> と <name4> が等しい、かつ、
<name1> == <name2> and	<name1> と <name2> が等しい、かつ、
<name3> == <name2> or	<name3> と <name2> が等しい、または、
<name1> == <name2> or	<name1> と <name2> が等しい、または、
<name1> != <name3> and	<name1> と <name3> が等しくない、かつ、
<name1> != <name2> and	<name1> と <name2> が等しくない、かつ、
<name2> != <name5> or	<name2> と <name5> が等しくない、もしくは、
<name1> != <name2> or	<name1> と <name2> が等しくない、もしくは、
if <name4> == <name5> :	もし <name4> と <name5> が等しいとき
if <name1> == <name2> :	もし <name1> と <name2> が等しいとき
if <name5> != <name2> :	もし <name5> と <name2> が等しくないならば
if <name1> != <name2> :	もし <name1> と <name2> が等しくないならば
while <name2> == <name3> :	<name2> と <name3> が等しい間
while <name1> == <name2> :	<name1> と <name2> が等しい間
while <name1> != <name5> :	<name1> と <name5> が等しくない間
while <name1> != <name2> :	<name1> と <name2> が等しくない間
<name4> == <name2>	<name4> が <name2> と等しいかどうか
<name1> == <name2>	<name1> が <name2> と等しいかどうか
<name3> != <name2>	<name3> が <name2> と等しくないかどうか
<name1> != <name2>	<name1> が <name2> と等しくないかどうか
<name6> == <name4> and	<name6> が <name4> と等しい、かつ、
<name1> == <name2> and	<name1> が <name2> と等しい、かつ、
<name3> == <name1> or	<name3> が <name1> と等しい、もしくは、
<name1> == <name2> or	<name1> が <name2> と等しい、もしくは、
<name3> != <name1> and	<name3> が <name1> と等しくない、かつ、
<name1> != <name2> and	<name1> が <name2> と等しくない、かつ、
<name2> != <name5> or	<name2> が <name5> と等しくない、もしくは、
<name1> != <name2> or	<name1> が <name2> と等しくない、もしくは、
if <name4> == <name1> :	もし <name4> が <name1> と等しいとき
if <name1> == <name2> :	もし <name1> が <name2> と等しいとき
if <name3> != <name6> :	<name3> が <name6> と等しくないとき
if <name1> != <name2> :	<name1> が <name2> と等しくないとき
while <name6> == <name5> :	<name6> が <name5> と等しい間
while <name1> == <name2> :	<name1> が <name2> と等しい間
while <name4> != <name6> :	<name4> が <name6> と等しくない間
while <name1> != <name2> :	<name1> が <name2> と等しくない間
<name1> == <name2>	<name1> が <name2> かどうか
<name1> != <name3>	<name1> が <name3> でないかどうか
<name1> != <name2>	<name1> が <name2> でないかどうか
<name6> == <name2> and	<name6> が <name2> 、かつ、
<name1> == <name2> and	<name1> が <name2> 、かつ、
<name3> == <name5> or	<name3> が <name5> 、もしくは、
<name1> == <name2> or	<name1> が <name2> 、もしくは、
<name2> != <name1> and	<name2> が <name1> でない、かつ、
<name1> != <name2> and	<name1> が <name2> でない、かつ、
<name6> != <name4> or	<name6> が <name4> でない、または、
<name1> != <name2> or	<name1> が <name2> でない、または、
if <name3> == <name1> :	もし <name3> が <name1> ならば
if <name1> == <name2> :	もし <name1> が <name2> ならば
if <name4> != <name2> :	もし <name4> が <name2> でない場合
if <name1> != <name2> :	もし <name1> が <name2> でない場合
while <name1> == <name2> :	<name1> が <name2> の間
while <name6> != <name3> :	<name6> が <name3> でない間
while <name1> != <name2> :	<name1> が <name2> でない間
<name2> >  <name6>	<name2> が <name6> より大きいかどうか
<name1> >  <name2>	<name1> が <name2> より大きいかどうか
not <name3> >  <name5>	<name3> が <name5> より大きくないかどうか
not <name1> >  <name2>	<name1> が <name2> より大きくないかどうか
<name2> >  <name1> and	<name2> が <name1> より大きい、かつ、
<name1> >  <name2> and	<name1> が <name2> より大きい、かつ、
<name3> >  <name4> or	<name3> が <name4> より大きい、もしくは、
<name1> >  <name2> or	<name1> が <name2> より大きい、もしくは、
not <name2> >  <name5> and	<name2> が <name5> より大きくない、かつ、
not <name1> >  <name2> and	<name1> が <name2> より大きくない、かつ、
not <name1> >  <name6> or	<name1> が <name6> より大きくない、または、
not <name1> >  <name2> or	<name1> が <name2> より大きくない、または、
if <name5> >  <name4> :	もし <name5> が <name4> より大きいならば
if <name1> >  <name2> :	もし <name1> が <name2> より大きいならば
if not <name3> >  <name4> :	もし <name3> が <name4> より大きくないなら
if not <name1> >  <name2> :	もし <name1> が <name2> より大きくないなら
while <name6> >  <name2> :	<name6> が <name2> より大きい間
while <name1> >  <name2> :	<name1> が <name2> より大きい間
while not <name1> >  <name2> :	<name1> が <name2> より大きくない間
<name2> >  <name3>	<name2> が <name3> よりも大きいかどうか
<name1> >  <name2>	<name1> が <name2> よりも大きいかどうか
not <name3> >  <name4>	<name3> が <name4> よりも大きくないかどうか
not <name1> >  <name2>	<name1> が <name2> よりも大きくないかどうか
<name6> >  <name1> and	<name6> が <name1> よりも大きい、かつ、
<name1> >  <name2> and	<name1> が <name2> よりも大きい、かつ、
<name1> >  <name6> or	<name1> が <name6> よりも大きい、もしくは、
<name1> >  <name2> or	<name1> が <name2> よりも大きい、もしくは、
not <name4> >  <name2> and	<name4> が <name2> よりも大きくない、かつ、
not <name1> >  <name2> and	<name1> が <name2> よりも大きくない、かつ、
not <name6> >  <name4> or	<name6> が <name4> よりも大きくない、または、
not <name1> >  <name2> or	<name1> が <name2> よりも大きくない、または、
if <name5> >  <name2> :	もし <name5> が <name2> よりも大きいとき
if <name1> >  <name2> :	もし <name1> が <name2> よりも大きいとき
if not <name6> >  <name2> :	もし <name6> が <name2> よりも大きくない場合
if not <name1> >  <name2> :	もし <name1> が <name2> よりも大きくない場合
while <name1> >  <name2> :	<name1> が <name2> よりも大きい間
while not <name5> >  <name6> :	<name5> が <name6> よりも大きくない間
while not <name1> >  <name2> :	<name1> が <name2> よりも大きくない間
<name2> <  <name4>	<name2> が <name4> より小さいかどうか
<name1> <  <name2>	<name1> が <name2> より小さいかどうか
not <name5> <  <name6>	<name5> が <name6> より小さくないかどうか
not <name1> <  <name2>	<name1> が <name2> より小さくないかどうか
<name2> <  <name3> and	<name2> が <name3> より小さい、かつ、
<name1> <  <name2> and	<name1> が <name2> より小さい、かつ、
<name1> <  <name3> or	<name1> が <name3> より小さい、または、
<name1> <  <name2> or	<name1> が <name2> より小さい、または、
not <name6> <  <name3> and	<name6> が <name3> より小さくない、かつ、
not <name1> <  <name2> and	<name1> が <name2> より小さくない、かつ、
not <name4> <  <name2> or	<name4> が <name2> より小さくない、または、
not <name1> <  <name2> or	<name1> が <name2> より小さくない、または、
if <name3> <  <name2> :	もし <name3> が <name2> より小さいならば
if <name1> <  <name2> :	もし <name1> が <name2> より小さいならば
if not <name3> <  <name4> :	もし <name3> が <name4> より小さくない場合
if not <name1> <  <name2> :	もし <name1> が <name2> より小さくない場合
while <name1> <  <name5> :	<name1> が <name5> より小さい間
while <name1> <  <name2> :	<name1> が <name2> より小さい間
while not <name3> <  <name1> :	<name3> が <name1> より小さくない間
while not <name1> <  <name2> :	<name1> が <name2> より小さくない間
<name4> <  <name1>	<name4> が <name1> よりも小さいかどうか
<name1> <  <name2>	<name1> が <name2> よりも小さいかどうか
not <name1> <  <name6>	<name1> が <name6> よりも小さくないかどうか
not <name1> <  <name2>	<name1> が <name2> よりも小さくないかどうか
<name3> <  <name4> and	<name3> が <name4> よりも小さい、かつ、
<name1> <  <name2> and	<name1> が <name2> よりも小さい、かつ、
<name2> <  <name6> or	<name2> が <name6> よりも小さい、または、
<name1> <  <name2> or	<name1> が <name2> よりも小さい、または、
not <name3> <  <name1> and	<name3> が <name1> よりも小さくない、かつ、
not <name1> <  <name2> and	<name1> が <name2> よりも小さくない、かつ、
not <name1> <  <name6> or	<name1> が <name6> よりも小さくない、もしくは、
not <name1> <  <name2> or	<name1> が <name2> よりも小さくない、もしくは、
if <name5> <  <name2> :	もし <name5> が <name2> よりも小さい場合
if <name1> <  <name2> :	もし <name1> が <name2> よりも小さい場合
if not <name6> <  <name2> :	もし <name6> が <name2> よりも小さくないなら
if not <name1> <  <name2> :	もし <name1> が <name2> よりも小さくないなら
while <name3> <  <name6> :	<name3> が <name6> よりも小さい間
while <name1> <  <name2> :	<name1> が <name2> よりも小さい間
while not <name2> <  <name1> :	<name2> が <name1> よりも小さくない間
while not <name1> <  <name2> :	<name1> が <name2> よりも小さくない間
